fact_table_natural_key,accm_txn_complete_time
TXN00001653,2022-05-08 12:33:57
TXN00001654,2022-05-08 05:49:18
TXN00001655,2022-05-08 12:39:31
TXN00001656,2022-05-08 22:08:19
TXN00001657,2022-05-08 22:48:52
TXN00001658,2022-05-08 20:52:12
TXN00001659,2022-05-08 11:11:59
TXN00001660,2022-05-08 13:04:21
TXN00001661,2022-05-08 01:32:28
TXN00001662,2022-05-08 09:58:11
TXN00001663,2022-05-08 01:32:33
TXN00001664,2022-05-08 14:14:38
TXN00001665,2022-05-08 03:36:07
TXN00001666,2022-05-08 05:49:19
TXN00001667,2022-05-08 23:13:21
TXN00001668,2022-05-08 20:56:23
TXN00001669,2022-05-08 06:11:34
TXN00001670,2022-05-08 23:03:10
TXN00001671,2022-05-08 15:50:02
TXN00001672,2022-05-08 14:36:30
TXN00001673,2022-05-08 23:27:03
TXN00001674,2022-05-08 02:51:54
TXN00001675,2022-05-08 03:46:08
TXN00001676,2022-05-08 06:19:19
TXN00001677,2022-05-08 18:06:52
TXN00001678,2022-05-08 10:00:27
TXN00001679,2022-05-08 19:39:32
TXN00001680,2022-05-08 18:23:39
TXN00001681,2022-05-08 22:44:50
TXN00001682,2022-05-08 10:29:29
TXN00001683,2022-05-08 20:51:00
TXN00001684,2022-05-08 16:53:31
TXN00001685,2022-05-08 23:27:38
TXN00001686,2022-05-08 17:42:34
TXN00001687,2022-05-08 03:37:31
TXN00001688,2022-05-08 18:56:59
TXN00001689,2022-05-08 20:10:09
TXN00001690,2022-05-08 10:28:28
TXN00001691,2022-05-08 19:42:07
TXN00001692,2022-05-08 19:49:04
TXN00001693,2022-05-08 16:48:41
TXN00001694,2022-05-08 17:06:04
TXN00001695,2022-05-08 18:26:55
TXN00001696,2022-05-08 19:48:23
TXN00001697,2022-05-08 09:43:54
TXN00001698,2022-05-08 22:16:06
TXN00001699,2022-05-08 00:52:13
TXN00001700,2022-05-08 01:55:39
TXN00001701,2022-05-08 21:14:33
TXN00001702,2022-05-08 21:40:42
TXN00001703,2022-05-08 08:45:47
TXN00001704,2022-05-08 00:04:48
TXN00001705,2022-05-08 08:52:06
TXN00001706,2022-05-08 11:01:16
TXN00001707,2022-05-08 11:09:13
TXN00001708,2022-05-08 15:15:57
TXN00001709,2022-05-08 08:10:23
TXN00001710,2022-05-08 06:50:33
TXN00001711,2022-05-08 22:24:06
TXN00001712,2022-05-08 23:12:15
TXN00001713,2022-05-08 05:57:01
TXN00001714,2022-05-08 02:49:57
TXN00001715,2022-05-08 18:13:46
TXN00001716,2022-05-08 11:02:01
TXN00001717,2022-05-08 15:11:52
TXN00001718,2022-05-08 11:03:22
TXN00001719,2022-05-08 09:03:04
TXN00001720,2022-05-08 09:28:19
TXN00001721,2022-05-08 06:05:41
TXN00001722,2022-05-08 12:23:26
TXN00001723,2022-05-08 16:45:40
TXN00001724,2022-05-08 18:41:01
TXN00001725,2022-05-08 11:19:06
TXN00001726,2022-05-08 10:30:36
TXN00001727,2022-05-08 19:06:02
TXN00001728,2022-05-08 14:17:44
TXN00001729,2022-05-08 20:30:04
TXN00001730,2022-05-08 05:09:43
TXN00001731,2022-05-08 22:13:45
TXN00001732,2022-05-08 02:53:45
TXN00001733,2022-05-08 20:52:31
TXN00001734,2022-05-08 21:56:39
TXN00001735,2022-05-08 18:09:43
TXN00001736,2022-05-08 20:09:08
TXN00001737,2022-05-08 07:48:05
TXN00001738,2022-05-08 01:05:32
TXN00001739,2022-05-08 04:02:57
TXN00001740,2022-05-08 09:44:49
TXN00001741,2022-05-08 19:46:53
TXN00001742,2022-05-08 00:05:19
TXN00001743,2022-05-08 16:32:58
TXN00001744,2022-05-08 18:07:24
TXN00001745,2022-05-08 11:09:35
TXN00001746,2022-05-08 02:57:37
TXN00001747,2022-05-08 05:04:28
TXN00001748,2022-05-08 18:52:08
TXN00001749,2022-05-08 00:27:59
TXN00001750,2022-05-08 18:34:54
TXN00001751,2022-05-08 22:47:58
TXN00001752,2022-05-08 00:18:05
TXN00001753,2022-05-08 11:46:40
TXN00001754,2022-05-08 09:59:23
TXN00001755,2022-05-08 09:04:30
TXN00001756,2022-05-08 11:45:06
TXN00001757,2022-05-08 04:31:38
TXN00001758,2022-05-08 03:09:29
TXN00001759,2022-05-08 19:08:35
TXN00001760,2022-05-08 12:58:48
TXN00001761,2022-05-08 00:43:41
TXN00001762,2022-05-08 07:40:22
TXN00001763,2022-05-08 15:49:12
TXN00001764,2022-05-08 03:16:06
TXN00001765,2022-05-08 01:03:12
TXN00001766,2022-05-08 08:14:06
TXN00001767,2022-05-08 22:02:35
TXN00001768,2022-05-08 14:33:26
TXN00001769,2022-05-08 09:45:20
TXN00001770,2022-05-08 12:18:18
TXN00001771,2022-05-08 03:27:05
TXN00001772,2022-05-08 19:00:44
TXN00001773,2022-05-08 08:18:48
TXN00001774,2022-05-08 00:44:51
TXN00001775,2022-05-08 01:15:49
TXN00001776,2022-05-08 04:54:22
TXN00001777,2022-05-08 18:20:53
TXN00001778,2022-05-08 10:14:51
TXN00001779,2022-05-08 01:03:24
TXN00001780,2022-05-08 18:35:21
TXN00001781,2022-05-08 20:25:51
TXN00001782,2022-05-08 16:37:45
TXN00001783,2022-05-08 07:15:21
TXN00001784,2022-05-08 16:19:17
TXN00001785,2022-05-08 23:39:28
TXN00001786,2022-05-08 09:52:39
TXN00001787,2022-05-08 21:41:06
TXN00001788,2022-05-08 05:53:05
TXN00001789,2022-05-08 00:28:38
TXN00001790,2022-05-08 22:17:57
TXN00001791,2022-05-08 11:43:34
TXN00001792,2022-05-08 04:54:16
TXN00001793,2022-05-08 01:03:56
TXN00001794,2022-05-08 18:29:38
TXN00001795,2022-05-08 05:27:00
TXN00001796,2022-05-08 01:27:20
TXN00001797,2022-05-08 22:26:34
TXN00001798,2022-05-08 00:50:26
TXN00001799,2022-05-08 07:44:21
TXN00001800,2022-05-08 06:57:07
TXN00001801,2022-05-08 16:13:14
TXN00001802,2022-05-08 11:17:07
TXN00001803,2022-05-08 05:50:35
TXN00001804,2022-05-08 11:38:08
TXN00001805,2022-05-08 23:42:09
TXN00001806,2022-05-08 10:57:27
TXN00001807,2022-05-08 20:48:42
TXN00001808,2022-05-08 11:40:41
TXN00001809,2022-05-08 23:29:48
TXN00001810,2022-05-08 17:06:43
TXN00001811,2022-05-08 01:15:39
TXN00001812,2022-05-08 11:45:54
TXN00001813,2022-05-08 16:53:14
TXN00001814,2022-05-08 01:42:57
TXN00001815,2022-05-08 23:54:59
TXN00001816,2022-05-08 02:30:44
TXN00001817,2022-05-08 02:10:21
TXN00001818,2022-05-08 14:59:30
TXN00001819,2022-05-08 07:58:52
TXN00001820,2022-05-08 14:47:42
TXN00001821,2022-05-08 21:04:47
TXN00001822,2022-05-08 20:49:17
TXN00001823,2022-05-08 22:45:20
TXN00001824,2022-05-08 16:43:54
TXN00001825,2022-05-08 12:29:55
TXN00001826,2022-05-08 08:49:23
TXN00001827,2022-05-08 09:38:11
TXN00001828,2022-05-08 17:53:30
TXN00001829,2022-05-08 04:48:57
TXN00001830,2022-05-08 13:51:58
TXN00001831,2022-05-08 17:12:16
TXN00001832,2022-05-08 10:31:09
TXN00001833,2022-05-08 08:11:55
TXN00001834,2022-05-08 02:49:26
TXN00001835,2022-05-08 07:43:08
TXN00001836,2022-05-08 05:54:01
TXN00001837,2022-05-08 13:26:02
TXN00001838,2022-05-08 18:45:59
TXN00001839,2022-05-08 01:06:37
TXN00001840,2022-05-08 00:26:50
TXN00001841,2022-05-08 21:09:07
TXN00001842,2022-05-08 02:33:48
TXN00001843,2022-05-08 09:08:56
TXN00001844,2022-05-08 23:43:33
TXN00001845,2022-05-08 15:08:21
TXN00001846,2022-05-08 11:05:22
TXN00001847,2022-05-08 23:33:02
TXN00001848,2022-05-08 20:35:16
TXN00001849,2022-05-08 03:34:44
TXN00001850,2022-05-08 16:38:53
TXN00001851,2022-05-08 07:11:01
TXN00001852,2022-05-08 08:30:56
TXN00001853,2022-05-08 09:05:26
TXN00001854,2022-05-08 07:30:07
TXN00001855,2022-05-08 19:18:34
TXN00001856,2022-05-08 15:17:25
TXN00001857,2022-05-08 18:27:16
TXN00001858,2022-05-08 05:30:06
TXN00001859,2022-05-08 09:38:08
TXN00001860,2022-05-08 04:54:01
TXN00001861,2022-05-08 19:27:18
TXN00001862,2022-05-08 23:51:32
TXN00001863,2022-05-08 11:40:48
TXN00001864,2022-05-08 08:13:39
TXN00001865,2022-05-08 22:02:10
TXN00001866,2022-05-08 18:54:22
TXN00001867,2022-05-08 07:00:05
TXN00001868,2022-05-08 07:46:06
TXN00001869,2022-05-08 23:37:55
TXN00001870,2022-05-08 13:45:24
TXN00001871,2022-05-08 09:49:41
TXN00001872,2022-05-08 19:46:51
TXN00001873,2022-05-08 19:36:05
TXN00001874,2022-05-08 21:06:42
TXN00001875,2022-05-08 23:31:37
TXN00001876,2022-05-08 00:49:23
TXN00001877,2022-05-08 02:50:00
TXN00001878,2022-05-08 17:33:13
TXN00001879,2022-05-08 03:01:18
TXN00001880,2022-05-08 22:58:01
TXN00001881,2022-05-08 04:22:56
TXN00001882,2022-05-08 12:09:56
TXN00001883,2022-05-08 12:03:18
TXN00001884,2022-05-08 22:08:17
TXN00001885,2022-05-08 06:35:20
TXN00001886,2022-05-08 18:46:24
TXN00001887,2022-05-08 08:53:33
TXN00001888,2022-05-08 03:25:27
TXN00001889,2022-05-08 14:36:19
TXN00001890,2022-05-08 09:44:29
TXN00001891,2022-05-08 00:14:29
TXN00001892,2022-05-08 09:37:39
TXN00001893,2022-05-08 12:04:57
TXN00001894,2022-05-08 12:38:30
TXN00001895,2022-05-08 17:20:46
TXN00001896,2022-05-08 14:27:31
TXN00001897,2022-05-08 10:01:55
TXN00001898,2022-05-08 14:16:49
TXN00001899,2022-05-08 17:27:08
TXN00001900,2022-05-08 10:45:06
TXN00001901,2022-05-08 03:47:13
TXN00001902,2022-05-08 08:14:00
TXN00001903,2022-05-08 05:42:27
TXN00001904,2022-05-08 08:43:25
TXN00001905,2022-05-08 17:36:16
TXN00001906,2022-05-08 20:34:40
TXN00001907,2022-05-08 03:58:32
TXN00001908,2022-05-08 07:02:15
TXN00001909,2022-05-08 14:02:14
TXN00001910,2022-05-08 09:46:42
TXN00001911,2022-05-08 21:46:21
TXN00001912,2022-05-08 22:37:25
TXN00001913,2022-05-08 12:50:17
TXN00001914,2022-05-08 14:13:29
TXN00001915,2022-05-08 06:09:03
TXN00001916,2022-05-08 18:07:40
TXN00001917,2022-05-08 19:00:26
TXN00001918,2022-05-08 20:56:58
TXN00001919,2022-05-08 20:41:32
TXN00001920,2022-05-08 14:03:12
TXN00001921,2022-05-08 19:03:57
TXN00001922,2022-05-08 23:48:08
TXN00001923,2022-05-08 14:37:33
TXN00001924,2022-05-08 13:16:44
TXN00001925,2022-05-08 00:30:21
TXN00001926,2022-05-08 15:36:44
TXN00001927,2022-05-08 02:00:49
TXN00001928,2022-05-08 11:45:54
TXN00001929,2022-05-08 06:11:15
TXN00001930,2022-05-08 06:51:14
TXN00001931,2022-05-08 03:25:28
TXN00001932,2022-05-08 14:01:13
TXN00001933,2022-05-08 14:09:09
TXN00001934,2022-05-08 06:30:39
TXN00001935,2022-05-08 02:19:55
TXN00001936,2022-05-08 05:18:05
TXN00001937,2022-05-08 17:58:01
TXN00001938,2022-05-08 04:35:32
TXN00001939,2022-05-08 22:34:05
TXN00001940,2022-05-08 10:33:09
TXN00001941,2022-05-08 12:08:08
TXN00001942,2022-05-08 19:20:43
TXN00001943,2022-05-08 23:22:55
TXN00001944,2022-05-08 20:26:54
TXN00001945,2022-05-08 11:35:39
TXN00001946,2022-05-08 22:42:46
TXN00001947,2022-05-08 13:24:09
TXN00001948,2022-05-08 08:37:54
TXN00001949,2022-05-08 12:01:02
TXN00001950,2022-05-08 03:16:17
TXN00001951,2022-05-08 11:18:59
TXN00001952,2022-05-08 21:03:10
TXN00001953,2022-05-08 22:35:52
TXN00001954,2022-05-08 04:15:46
TXN00001955,2022-05-08 01:30:20
TXN00001956,2022-05-08 15:58:58
TXN00001957,2022-05-08 04:16:42
TXN00001958,2022-05-08 09:23:47
TXN00001959,2022-05-08 04:03:39
TXN00001960,2022-05-08 03:48:36
TXN00001961,2022-05-08 19:00:25
TXN00001962,2022-05-08 02:50:41
TXN00001963,2022-05-08 12:36:21
TXN00001964,2022-05-08 20:32:58
TXN00001965,2022-05-08 12:58:12
TXN00001966,2022-05-08 22:52:26
TXN00001967,2022-05-08 20:09:27
TXN00001968,2022-05-08 01:55:32
TXN00001969,2022-05-08 05:47:50
TXN00001970,2022-05-08 13:57:28
TXN00001971,2022-05-08 12:59:54
TXN00001972,2022-05-08 14:09:53
TXN00001973,2022-05-08 15:49:24
TXN00001974,2022-05-08 18:20:25
TXN00001975,2022-05-08 18:09:06
TXN00001976,2022-05-08 06:28:20
TXN00001977,2022-05-08 22:58:37
TXN00001978,2022-05-08 02:57:32
TXN00001979,2022-05-08 11:58:49
TXN00001980,2022-05-08 04:20:44
TXN00001981,2022-05-08 21:43:29
TXN00001982,2022-05-08 20:57:50
TXN00001983,2022-05-08 14:03:51
TXN00001984,2022-05-08 13:30:51
TXN00001985,2022-05-08 15:30:59
TXN00001986,2022-05-08 16:34:22
TXN00001987,2022-05-08 04:28:02
TXN00001988,2022-05-08 06:33:12
TXN00001989,2022-05-08 05:43:44
TXN00001990,2022-05-08 12:28:29
TXN00001991,2022-05-08 08:46:46
TXN00001992,2022-05-08 06:35:34
TXN00001993,2022-05-08 08:09:57
TXN00001994,2022-05-08 05:37:40
TXN00001995,2022-05-08 17:22:04
TXN00001996,2022-05-08 12:58:55
TXN00001997,2022-05-08 18:02:43
TXN00001998,2022-05-08 22:49:04
TXN00001999,2022-05-08 13:09:41
TXN00002000,2022-05-08 18:30:47
TXN00002001,2022-05-08 06:17:44
TXN00002002,2022-05-08 21:13:08
TXN00002003,2022-05-08 23:17:31
TXN00002004,2022-05-08 13:30:25
TXN00002005,2022-05-08 10:23:45
TXN00002006,2022-05-08 07:46:49
TXN00002007,2022-05-08 01:33:55
TXN00002008,2022-05-08 15:57:32
TXN00002009,2022-05-08 03:02:06
TXN00002010,2022-05-08 14:30:18
TXN00002011,2022-05-08 04:23:56
TXN00002012,2022-05-08 04:19:25
TXN00002013,2022-05-08 09:42:49
TXN00002014,2022-05-08 18:23:15
TXN00002015,2022-05-08 10:01:27
TXN00002016,2022-05-08 03:51:56
TXN00002017,2022-05-08 05:15:42
TXN00002018,2022-05-08 12:56:12
TXN00002019,2022-05-08 00:21:39
TXN00002020,2022-05-08 02:21:33
TXN00002021,2022-05-08 20:05:16
TXN00002022,2022-05-08 10:16:52
TXN00002023,2022-05-08 16:32:42
TXN00002024,2022-05-08 03:59:38
TXN00002025,2022-05-08 21:00:39
TXN00002026,2022-05-08 18:09:51
TXN00002027,2022-05-08 16:29:11
TXN00002028,2022-05-08 22:31:36
TXN00002029,2022-05-08 13:58:02
TXN00002030,2022-05-08 00:45:45
TXN00002031,2022-05-08 20:04:16
TXN00002032,2022-05-08 00:11:09
TXN00002033,2022-05-08 21:23:22
TXN00002034,2022-05-08 12:30:05
TXN00002035,2022-05-08 05:23:30
TXN00002036,2022-05-08 02:11:20
TXN00002037,2022-05-08 22:45:16
TXN00002038,2022-05-08 16:31:02
TXN00002039,2022-05-08 00:17:01
TXN00002040,2022-05-08 16:17:41
TXN00002041,2022-05-08 22:59:19
TXN00002042,2022-05-08 04:56:37
TXN00002043,2022-05-08 13:56:21
TXN00002044,2022-05-08 21:45:49
TXN00002045,2022-05-08 02:36:28
TXN00002046,2022-05-08 01:26:11
TXN00002047,2022-05-08 07:36:07
TXN00002048,2022-05-08 10:26:00
TXN00002049,2022-05-08 02:12:58
TXN00002050,2022-05-08 14:45:54
TXN00002051,2022-05-08 00:03:06
TXN00002052,2022-05-08 20:23:53
TXN00002053,2022-05-08 02:13:50
TXN00002054,2022-05-08 14:02:49
TXN00002055,2022-05-08 15:27:12
TXN00002056,2022-05-08 01:50:26
TXN00002057,2022-05-08 17:06:58
TXN00002058,2022-05-08 22:17:23
TXN00002059,2022-05-08 15:27:29
TXN00002060,2022-05-08 21:09:22
TXN00002061,2022-05-08 11:53:04
TXN00002062,2022-05-08 00:28:18
TXN00002063,2022-05-08 11:23:05
TXN00002064,2022-05-08 20:10:20
TXN00002065,2022-05-08 11:01:54
TXN00002066,2022-05-08 20:46:43
TXN00002067,2022-05-08 16:57:28
TXN00002068,2022-05-08 23:56:58
TXN00002069,2022-05-08 02:35:37
TXN00002070,2022-05-08 01:23:19
TXN00002071,2022-05-08 00:11:30
TXN00002072,2022-05-08 17:53:55
TXN00002073,2022-05-08 12:25:17
TXN00002074,2022-05-08 13:52:08
TXN00002075,2022-05-08 16:42:52
TXN00002076,2022-05-08 20:06:30
TXN00002077,2022-05-08 12:41:25
TXN00002078,2022-05-08 23:59:01
TXN00002079,2022-05-08 02:08:07
TXN00002080,2022-05-08 05:03:19
TXN00002081,2022-05-08 05:09:36
TXN00002082,2022-05-08 20:45:13
TXN00002083,2022-05-08 06:54:57
TXN00002084,2022-05-08 11:11:58
TXN00002085,2022-05-08 20:48:50
TXN00002086,2022-05-08 13:57:06
TXN00002087,2022-05-08 02:45:52
TXN00002088,2022-05-08 01:22:39
TXN00002089,2022-05-08 10:31:01
TXN00002090,2022-05-08 12:40:35
TXN00002091,2022-05-08 18:55:42
TXN00002092,2022-05-08 14:18:52
TXN00002093,2022-05-08 16:05:44
TXN00002094,2022-05-08 01:39:11
TXN00002095,2022-05-08 07:39:03
TXN00002096,2022-05-08 01:54:51
TXN00002097,2022-05-08 06:44:17
TXN00002098,2022-05-08 13:34:36
TXN00002099,2022-05-08 21:42:23
TXN00002100,2022-05-08 00:40:50
TXN00002101,2022-05-08 02:32:21
TXN00002102,2022-05-08 20:01:31
TXN00002103,2022-05-08 08:25:00
TXN00002104,2022-05-08 02:14:51
TXN00002105,2022-05-08 15:08:51
TXN00002106,2022-05-08 15:48:01
TXN00002107,2022-05-08 06:34:05
TXN00002108,2022-05-08 19:22:36
TXN00002109,2022-05-08 03:45:39
TXN00002110,2022-05-08 16:24:53
TXN00002111,2022-05-08 03:21:26
TXN00002112,2022-05-08 15:04:17
TXN00002113,2022-05-08 01:50:42
TXN00002114,2022-05-08 17:26:02
TXN00002115,2022-05-08 06:13:45
TXN00002116,2022-05-08 07:26:04
TXN00002117,2022-05-08 09:06:18
TXN00002118,2022-05-08 21:16:23
TXN00002119,2022-05-08 09:49:56
TXN00002120,2022-05-08 14:22:41
TXN00002121,2022-05-08 02:10:14
TXN00002122,2022-05-08 18:50:31
TXN00002123,2022-05-08 15:13:39
TXN00002124,2022-05-08 21:46:03
TXN00002125,2022-05-08 15:32:26
TXN00002126,2022-05-08 02:18:56
TXN00002127,2022-05-08 05:45:40
TXN00002128,2022-05-08 16:19:08
TXN00002129,2022-05-08 17:42:40
TXN00002130,2022-05-08 21:33:08
TXN00002131,2022-05-08 15:02:21
TXN00002132,2022-05-08 23:48:42
TXN00002133,2022-05-08 16:33:27
TXN00002134,2022-05-08 11:38:14
TXN00002135,2022-05-08 17:34:18
TXN00002136,2022-05-08 09:30:41
TXN00002137,2022-05-08 02:08:37
TXN00002138,2022-05-08 01:34:36
TXN00002139,2022-05-08 04:42:51
TXN00002140,2022-05-08 11:32:14
TXN00002141,2022-05-08 10:24:08
TXN00002142,2022-05-08 11:42:55
TXN00002143,2022-05-08 18:50:54
TXN00002144,2022-05-08 15:34:03
TXN00002145,2022-05-08 09:11:11
TXN00002146,2022-05-08 03:30:55
TXN00002147,2022-05-08 02:16:03
TXN00002148,2022-05-08 21:48:52
TXN00002149,2022-05-08 12:00:22
TXN00002150,2022-05-08 23:03:37
TXN00002151,2022-05-08 19:19:11
TXN00002152,2022-05-08 19:24:12
TXN00002153,2022-05-08 22:16:39
TXN00002154,2022-05-08 23:36:42
TXN00002155,2022-05-08 18:14:55
TXN00002156,2022-05-08 18:13:23
TXN00002157,2022-05-08 08:08:09
TXN00002158,2022-05-08 05:54:37
TXN00002159,2022-05-08 20:56:00
TXN00002160,2022-05-08 03:57:08
TXN00002161,2022-05-08 03:26:30
TXN00002162,2022-05-08 12:45:58
TXN00002163,2022-05-08 15:01:16
TXN00002164,2022-05-08 13:55:41
TXN00002165,2022-05-08 17:45:21
TXN00002166,2022-05-08 18:55:17
TXN00002167,2022-05-08 14:47:32
TXN00002168,2022-05-08 02:52:30
TXN00002169,2022-05-08 19:08:57
TXN00002170,2022-05-08 18:24:22
TXN00002171,2022-05-08 07:11:56
TXN00002172,2022-05-08 02:30:00
TXN00002173,2022-05-08 04:25:38
TXN00002174,2022-05-08 11:44:25
TXN00002175,2022-05-08 14:26:28
TXN00002176,2022-05-08 14:44:08
TXN00002177,2022-05-08 03:13:51
TXN00002178,2022-05-08 02:07:57
TXN00002179,2022-05-08 16:19:44
TXN00002180,2022-05-08 06:02:50
TXN00002181,2022-05-08 04:37:44
TXN00002182,2022-05-08 01:12:05
TXN00002183,2022-05-08 15:16:04
TXN00002184,2022-05-08 09:54:45
TXN00002185,2022-05-08 18:34:26
TXN00002186,2022-05-08 04:11:50
TXN00002187,2022-05-08 23:00:06
TXN00002188,2022-05-08 02:02:28
TXN00002189,2022-05-08 13:50:17
TXN00002190,2022-05-08 07:16:36
TXN00002191,2022-05-08 21:04:34
TXN00002192,2022-05-08 00:34:44
TXN00002193,2022-05-08 21:13:41
TXN00002194,2022-05-08 06:06:29
TXN00002195,2022-05-08 20:07:48
TXN00002196,2022-05-08 00:31:36
TXN00002197,2022-05-08 12:27:16
TXN00002198,2022-05-08 11:10:40
TXN00002199,2022-05-08 13:41:44
TXN00002200,2022-05-08 14:51:44
TXN00002201,2022-05-08 12:01:20
TXN00002202,2022-05-08 15:57:59
TXN00002203,2022-05-08 03:14:38
TXN00002204,2022-05-08 08:09:10
TXN00002205,2022-05-08 09:35:47
TXN00002206,2022-05-08 18:57:53
TXN00002207,2022-05-08 12:30:19
TXN00002208,2022-05-08 13:10:04
TXN00002209,2022-05-08 00:50:25
TXN00002210,2022-05-08 19:16:47
TXN00002211,2022-05-08 14:14:15
TXN00002212,2022-05-08 13:07:59
TXN00002213,2022-05-08 13:12:02
TXN00002214,2022-05-08 21:59:46
TXN00002215,2022-05-08 16:51:43
TXN00002216,2022-05-08 21:34:29
TXN00002217,2022-05-08 09:56:46
TXN00002218,2022-05-08 05:58:08
TXN00002219,2022-05-08 08:17:29
TXN00002220,2022-05-08 20:18:04
TXN00002221,2022-05-08 14:44:30
TXN00002222,2022-05-08 06:27:42
TXN00002223,2022-05-08 12:06:33
TXN00002224,2022-05-08 20:45:03
TXN00002225,2022-05-08 16:40:06
TXN00002226,2022-05-08 18:07:38
TXN00002227,2022-05-08 14:29:08
TXN00002228,2022-05-08 09:23:13
TXN00002229,2022-05-08 13:53:32
TXN00002230,2022-05-08 22:12:54
TXN00002231,2022-05-08 23:31:11
TXN00002232,2022-05-08 16:46:06
TXN00002233,2022-05-08 03:30:07
TXN00002234,2022-05-08 18:54:27
TXN00002235,2022-05-08 20:04:28
TXN00002236,2022-05-08 05:07:55
TXN00002237,2022-05-08 20:24:39
TXN00002238,2022-05-08 09:13:15
TXN00002239,2022-05-08 22:43:59
TXN00002240,2022-05-08 18:09:18
TXN00002241,2022-05-08 13:23:33
TXN00002242,2022-05-08 15:39:19
TXN00002243,2022-05-08 09:41:17
TXN00002244,2022-05-08 04:35:39
TXN00002245,2022-05-08 12:32:33
TXN00002246,2022-05-08 01:29:04
TXN00002247,2022-05-08 12:30:46
TXN00002248,2022-05-08 13:45:32
TXN00002249,2022-05-08 02:57:33
TXN00002250,2022-05-08 09:32:40
TXN00002251,2022-05-08 02:19:17
TXN00002252,2022-05-08 07:09:19
TXN00002253,2022-05-08 10:00:35
TXN00002254,2022-05-08 08:58:55
TXN00002255,2022-05-08 20:00:32
TXN00002256,2022-05-08 17:13:00
TXN00002257,2022-05-08 05:51:43
TXN00002258,2022-05-08 08:45:55
TXN00002259,2022-05-08 09:20:18
TXN00002260,2022-05-08 14:07:31
TXN00002261,2022-05-08 00:28:07
TXN00002262,2022-05-08 13:20:56
TXN00002263,2022-05-08 02:44:33
TXN00002264,2022-05-08 21:49:58
TXN00002265,2022-05-08 09:51:47
TXN00002266,2022-05-08 16:30:53
TXN00002267,2022-05-08 08:04:13
TXN00002268,2022-05-08 10:55:29
TXN00002269,2022-05-08 10:23:06
TXN00002270,2022-05-08 22:10:07
TXN00002271,2022-05-08 05:32:16
TXN00002272,2022-05-08 19:39:06
TXN00002273,2022-05-08 19:11:52
TXN00002274,2022-05-08 04:58:32
TXN00002275,2022-05-08 22:37:32
TXN00002276,2022-05-08 19:40:05
TXN00002277,2022-05-08 08:39:59
TXN00002278,2022-05-08 12:55:09
TXN00002279,2022-05-08 00:39:59
TXN00002280,2022-05-08 23:45:26
TXN00002281,2022-05-08 02:42:46
TXN00002282,2022-05-08 00:23:55
TXN00002283,2022-05-08 01:15:12
TXN00002284,2022-05-08 05:49:04
TXN00002285,2022-05-08 21:14:36
TXN00002286,2022-05-08 03:35:44
TXN00002287,2022-05-08 21:26:20
TXN00002288,2022-05-08 22:45:38
TXN00002289,2022-05-08 11:41:30
TXN00002290,2022-05-08 19:31:36
TXN00002291,2022-05-08 14:41:03
TXN00002292,2022-05-08 03:18:49
TXN00002293,2022-05-08 18:07:44
TXN00002294,2022-05-08 02:30:37
TXN00002295,2022-05-08 10:38:22
TXN00002296,2022-05-08 15:10:52
TXN00002297,2022-05-08 07:44:31
TXN00002298,2022-05-08 20:55:06
TXN00002299,2022-05-08 17:59:34
TXN00002300,2022-05-08 08:19:01
TXN00002301,2022-05-08 13:19:53
TXN00002302,2022-05-08 02:04:19
TXN00002303,2022-05-08 05:55:57
TXN00002304,2022-05-08 10:17:38
TXN00002305,2022-05-08 00:37:26
TXN00002306,2022-05-08 20:19:07
TXN00002307,2022-05-08 07:50:16
TXN00002308,2022-05-08 12:05:22
TXN00002309,2022-05-08 05:36:10
TXN00002310,2022-05-08 02:55:28
TXN00002311,2022-05-08 13:45:47
TXN00002312,2022-05-08 23:51:46
TXN00002313,2022-05-08 15:10:34
TXN00002314,2022-05-08 19:49:42
TXN00002315,2022-05-08 05:17:46
TXN00002316,2022-05-08 06:55:22
TXN00002317,2022-05-08 22:10:46
TXN00002318,2022-05-08 12:54:03
TXN00002319,2022-05-08 11:26:19
TXN00002320,2022-05-08 15:44:36
TXN00002321,2022-05-08 05:53:44
TXN00002322,2022-05-08 19:40:48
TXN00002323,2022-05-08 04:15:32
TXN00002324,2022-05-08 02:36:10
TXN00002325,2022-05-08 18:53:56
TXN00002326,2022-05-08 18:36:24
TXN00002327,2022-05-08 16:18:43
TXN00002328,2022-05-08 17:31:34
TXN00002329,2022-05-08 09:02:02
TXN00002330,2022-05-08 11:09:05
TXN00002331,2022-05-08 14:51:50
TXN00002332,2022-05-08 13:41:28
TXN00002333,2022-05-08 18:32:15
TXN00002334,2022-05-08 06:55:25
TXN00002335,2022-05-08 04:33:30
TXN00002336,2022-05-08 20:49:05
TXN00002337,2022-05-08 05:19:30
TXN00002338,2022-05-08 10:57:45
TXN00002339,2022-05-08 06:42:25
TXN00002340,2022-05-08 19:05:44
TXN00002341,2022-05-08 04:36:56
TXN00002342,2022-05-08 03:59:54
TXN00002343,2022-05-08 02:28:49
TXN00002344,2022-05-08 03:44:25
TXN00002345,2022-05-08 03:17:34
TXN00002346,2022-05-08 04:35:54
TXN00002347,2022-05-08 21:06:03
TXN00002348,2022-05-08 23:21:24
TXN00002349,2022-05-08 23:22:43
TXN00002350,2022-05-08 10:52:26
