TRANSACTION_ID,TXN_DATE_TIME,LOSS_DT,REPORT_DT,PREMIUM_AMOUNT,CLAIM_AMOUNT,TENURE,AGENT_ID,VENDOR_ID,CUSTOMER_ID
TXN00001248,7/20/2020 0:00,7/1/2020,7/6/2020,188.36,14000,102,AGENT00494,VNDR00314,A00005335
TXN00001249,7/20/2020 0:00,7/3/2020,7/8/2020,139.68,1000,116,AGENT01042,VNDR00197,A00008830
TXN00001250,7/20/2020 0:00,7/3/2020,7/8/2020,101.73,2000,79,AGENT01178,VNDR00305,A00005537
TXN00001251,7/20/2020 0:00,7/10/2020,7/13/2020,84,28000,115,AGENT00684,VNDR00242,A00009953
TXN00001252,7/20/2020 0:00,7/16/2020,7/17/2020,88.23,3000,7,AGENT01174,VNDR00197,A00002312
TXN00001253,7/20/2020 0:00,7/8/2020,7/13/2020,73.71,70000,10,AGENT01041,VNDR00138,A00004058
TXN00001254,7/20/2020 0:00,7/2/2020,7/7/2020,92.45,34000,84,AGENT00788,VNDR00197,A00006936
TXN00001255,7/20/2020 0:00,7/3/2020,7/8/2020,92.39,7000,67,AGENT00961,VNDR00067,A00000200
TXN00001256,7/20/2020 0:00,7/4/2020,7/9/2020,112.59,10000,89,AGENT00956,VNDR00407,A00005700
TXN00001257,7/20/2020 0:00,7/8/2020,7/13/2020,9.44,100,119,AGENT00849,VNDR00113,A00005408
TXN00001258,7/20/2020 0:00,7/5/2020,7/10/2020,76.88,77000,79,AGENT00914,VNDR00197,A00002144
TXN00001259,7/20/2020 0:00,7/6/2020,7/11/2020,117.29,38000,102,AGENT00139,VNDR00463,A00005919
TXN00001260,7/20/2020 0:00,7/2/2020,7/7/2020,74.92,1000,89,AGENT00111,VNDR00197,A00008512
TXN00001261,7/20/2020 0:00,7/14/2020,7/16/2020,96.05,1000,29,AGENT00043,VNDR00311,A00005538
TXN00001262,7/20/2020 0:00,7/16/2020,7/17/2020,169.34,16000,78,AGENT00222,VNDR00197,A00000202
TXN00001263,7/20/2020 0:00,7/8/2020,7/13/2020,168.93,15000,43,AGENT00630,VNDR00046,A00005369
TXN00001264,7/20/2020 0:00,7/1/2020,7/6/2020,84.46,18000,10,AGENT00840,VNDR00513,A00002448
TXN00001265,7/20/2020 0:00,7/15/2020,7/16/2020,6.36,600,97,AGENT00428,VNDR00001,A00001602
TXN00001266,7/20/2020 0:00,7/14/2020,7/16/2020,178.15,11000,96,AGENT01170,VNDR00574,A00003068
TXN00001267,7/20/2020 0:00,7/15/2020,7/16/2020,94.54,1000,12,AGENT00272,VNDR00167,A00003147
TXN00001268,7/20/2020 0:00,7/11/2020,7/14/2020,98.27,2000,107,AGENT00553,VNDR00582,A00005468
TXN00001269,7/20/2020 0:00,6/30/2020,7/5/2020,71.89,3000,112,AGENT00630,VNDR00489,A00007562
TXN00001270,7/20/2020 0:00,7/13/2020,7/15/2020,181.92,5000,22,AGENT00015,VNDR00197,A00006439
TXN00001271,7/20/2020 0:00,7/14/2020,7/16/2020,76.75,3000,95,AGENT00792,VNDR00126,A00005281
TXN00001272,7/20/2020 0:00,7/14/2020,7/16/2020,75.43,6000,37,AGENT00062,VNDR00197,A00000763
TXN00001273,7/20/2020 0:00,7/10/2020,7/13/2020,142.37,6000,90,AGENT01139,VNDR00197,A00002405
TXN00001274,7/20/2020 0:00,7/2/2020,7/7/2020,7.6,300,99,AGENT00113,VNDR00197,A00002488
TXN00001275,7/20/2020 0:00,7/17/2020,7/17/2020,90.8,92000,26,AGENT01174,VNDR00197,A00008133
TXN00001276,7/21/2020 0:00,7/14/2020,7/16/2020,87.03,9000,28,AGENT00429,VNDR00002,A00003464
TXN00001277,7/21/2020 0:00,7/17/2020,7/18/2020,139.73,12000,82,AGENT00670,VNDR00197,A00002374
TXN00001278,7/21/2020 0:00,7/7/2020,7/12/2020,96.39,2000,23,AGENT00573,VNDR00260,A00006660
TXN00001279,7/21/2020 0:00,7/7/2020,7/12/2020,122.06,3000,15,AGENT00575,VNDR00284,A00003869
TXN00001280,7/21/2020 0:00,7/14/2020,7/16/2020,80.21,48000,54,AGENT00576,VNDR00568,A00003167
TXN00001281,7/21/2020 0:00,7/15/2020,7/17/2020,80,20000,28,AGENT00937,VNDR00263,A00009108
TXN00001282,7/21/2020 0:00,7/3/2020,7/8/2020,10.08,300,11,AGENT00744,VNDR00197,A00003382
TXN00001283,7/21/2020 0:00,7/3/2020,7/8/2020,11.44,400,101,AGENT01093,VNDR00197,A00006377
TXN00001284,7/21/2020 0:00,7/12/2020,7/15/2020,85.47,4000,66,AGENT00925,VNDR00197,A00003708
TXN00001285,7/21/2020 0:00,7/11/2020,7/14/2020,178.11,16000,33,AGENT01097,VNDR00562,A00000250
TXN00001286,7/21/2020 0:00,7/15/2020,7/17/2020,99.44,8000,17,AGENT00825,VNDR00583,A00004129
TXN00001287,7/21/2020 0:00,7/4/2020,7/9/2020,176.42,11000,113,AGENT00224,VNDR00197,A00000599
TXN00001288,7/21/2020 0:00,7/4/2020,7/9/2020,77.92,7000,21,AGENT00482,VNDR00122,A00002888
TXN00001289,7/21/2020 0:00,7/8/2020,7/13/2020,117.55,38000,68,AGENT00588,VNDR00250,A00002602
TXN00001290,7/21/2020 0:00,7/11/2020,7/14/2020,11.19,400,60,AGENT00750,VNDR00597,A00006881
TXN00001291,7/21/2020 0:00,7/12/2020,7/15/2020,65.35,51000,63,AGENT00104,VNDR00197,A00004801
TXN00001292,7/21/2020 0:00,7/14/2020,7/16/2020,88.68,41000,55,AGENT00653,VNDR00067,A00006059
TXN00001293,7/21/2020 0:00,7/18/2020,7/18/2020,89.54,6000,35,AGENT00374,VNDR00126,A00004523
TXN00001294,7/21/2020 0:00,7/17/2020,7/18/2020,93.43,7000,96,AGENT00443,VNDR00197,A00002809
TXN00001295,7/21/2020 0:00,7/15/2020,7/17/2020,65.92,36000,21,AGENT00682,VNDR00008,A00002534
TXN00001296,7/21/2020 0:00,7/18/2020,7/18/2020,110.68,6000,53,AGENT00049,VNDR00470,A00006789
TXN00001297,7/22/2020 0:00,7/8/2020,7/13/2020,90.18,34000,97,AGENT00521,VNDR00197,A00002706
TXN00001298,7/22/2020 0:00,7/5/2020,7/10/2020,143.89,17000,46,AGENT01192,VNDR00394,A00004395
TXN00001299,7/22/2020 0:00,7/14/2020,7/17/2020,8.29,700,15,AGENT00490,VNDR00197,A00009187
TXN00001300,7/22/2020 0:00,7/16/2020,7/18/2020,75.11,8000,89,AGENT01183,VNDR00078,A00006162
TXN00001301,7/22/2020 0:00,7/20/2020,7/20/2020,52.43,89000,93,AGENT00177,VNDR00031,A00006327
TXN00001302,7/22/2020 0:00,7/15/2020,7/17/2020,83.57,1000,44,AGENT00547,VNDR00197,A00003510
TXN00001303,7/22/2020 0:00,7/19/2020,7/19/2020,63.95,41000,75,AGENT00384,VNDR00425,A00009311
TXN00001304,7/22/2020 0:00,7/12/2020,7/15/2020,9.3,400,34,AGENT00511,VNDR00197,A00006164
TXN00001305,7/22/2020 0:00,7/19/2020,7/19/2020,10.67,200,9,AGENT00592,VNDR00197,A00000458
TXN00001306,7/22/2020 0:00,7/17/2020,7/18/2020,60.68,69000,104,AGENT00611,VNDR00037,A00004884
TXN00001307,7/22/2020 0:00,7/15/2020,7/17/2020,100.02,6000,119,AGENT01019,VNDR00082,A00008961
TXN00001308,7/22/2020 0:00,7/18/2020,7/19/2020,105.06,29000,104,AGENT00192,VNDR00479,A00000288
TXN00001309,7/22/2020 0:00,7/18/2020,7/19/2020,96.42,4000,79,AGENT00345,VNDR00327,A00001063
TXN00001310,7/22/2020 0:00,7/11/2020,7/16/2020,11.88,600,82,AGENT00673,VNDR00599,A00000207
TXN00001311,7/22/2020 0:00,7/9/2020,7/14/2020,92.97,28000,102,AGENT00238,VNDR00197,A00001633
TXN00001312,7/22/2020 0:00,7/19/2020,7/19/2020,126.83,8000,73,AGENT00801,VNDR00382,A00005130
TXN00001313,7/22/2020 0:00,7/4/2020,7/9/2020,65.32,71000,62,AGENT00876,VNDR00566,A00000041
TXN00001314,7/22/2020 0:00,7/21/2020,7/21/2020,113.68,38000,112,AGENT00027,VNDR00325,A00006811
TXN00001315,7/22/2020 0:00,7/16/2020,7/18/2020,11.5,300,68,AGENT00107,VNDR00508,A00007869
TXN00001316,7/22/2020 0:00,7/13/2020,7/16/2020,55.31,3000,112,AGENT00659,VNDR00197,A00001203
TXN00001317,7/22/2020 0:00,7/20/2020,7/20/2020,84.54,15000,118,AGENT00036,VNDR00247,A00000367
TXN00001318,7/22/2020 0:00,7/9/2020,7/14/2020,51.36,23000,69,AGENT00903,VNDR00189,A00008579
TXN00001319,7/23/2020 0:00,7/3/2020,7/8/2020,97.1,1000,68,AGENT00180,VNDR00163,A00006055
TXN00001320,7/23/2020 0:00,7/10/2020,7/15/2020,145.81,7000,21,AGENT00794,VNDR00186,A00008455
TXN00001321,7/23/2020 0:00,7/5/2020,7/10/2020,115.25,8000,60,AGENT01011,VNDR00216,A00003950
TXN00001322,7/23/2020 0:00,7/12/2020,7/17/2020,65.04,2000,63,AGENT01187,VNDR00575,A00001386
TXN00001323,7/23/2020 0:00,7/18/2020,7/19/2020,182.69,7000,25,AGENT01110,VNDR00592,A00009047
TXN00001324,7/23/2020 0:00,7/17/2020,7/19/2020,96.82,72000,64,AGENT00155,VNDR00126,A00000592
TXN00001325,7/23/2020 0:00,7/19/2020,7/20/2020,6,600,14,AGENT00717,VNDR00197,A00007495
TXN00001326,7/23/2020 0:00,7/14/2020,7/17/2020,53.33,3000,94,AGENT00057,VNDR00394,A00003048
TXN00001327,7/23/2020 0:00,7/9/2020,7/14/2020,95.96,10000,82,AGENT01075,VNDR00282,A00002130
TXN00001328,7/23/2020 0:00,7/10/2020,7/15/2020,156.78,14000,8,AGENT00509,VNDR00503,A00007566
TXN00001329,7/23/2020 0:00,7/9/2020,7/14/2020,89.14,4000,77,AGENT00079,VNDR00197,A00008811
TXN00001330,7/23/2020 0:00,7/9/2020,7/14/2020,94.49,34000,81,AGENT00040,VNDR00355,A00005230
TXN00001331,7/23/2020 0:00,7/12/2020,7/17/2020,86.1,8000,32,AGENT00296,VNDR00326,A00007989
TXN00001332,7/23/2020 0:00,7/13/2020,7/16/2020,6.59,200,117,AGENT00590,VNDR00258,A00001032
TXN00001333,7/23/2020 0:00,7/4/2020,7/9/2020,100.91,4000,68,AGENT00109,VNDR00486,A00004166
TXN00001334,7/23/2020 0:00,7/6/2020,7/11/2020,10,600,54,AGENT00171,VNDR00180,A00009538
TXN00001335,7/23/2020 0:00,7/17/2020,7/19/2020,105.23,2000,29,AGENT00610,VNDR00499,A00009287
TXN00001336,7/23/2020 0:00,7/20/2020,7/20/2020,82.27,3000,76,AGENT00753,VNDR00197,A00001552
TXN00001337,7/23/2020 0:00,7/9/2020,7/14/2020,143.56,32000,59,AGENT01149,VNDR00593,A00002004
TXN00001338,7/23/2020 0:00,7/21/2020,7/21/2020,141.48,26000,24,AGENT01162,VNDR00138,A00007214
TXN00001339,7/23/2020 0:00,7/17/2020,7/19/2020,77.37,20000,69,AGENT01102,VNDR00197,A00003534
TXN00001340,7/23/2020 0:00,7/15/2020,7/18/2020,59.27,4000,58,AGENT00522,VNDR00197,A00002548
TXN00001341,7/23/2020 0:00,7/21/2020,7/21/2020,10.74,100,34,AGENT00046,VNDR00197,A00005055
TXN00001342,7/23/2020 0:00,7/18/2020,7/19/2020,194.54,13000,98,AGENT00428,VNDR00523,A00006940
TXN00001343,7/23/2020 0:00,7/19/2020,7/20/2020,7.48,200,71,AGENT00434,VNDR00566,A00004565
TXN00001344,7/23/2020 0:00,7/21/2020,7/21/2020,64.75,82000,70,AGENT00570,VNDR00433,A00003342
TXN00001345,7/24/2020 0:00,7/9/2020,7/14/2020,127.14,34000,43,AGENT00648,VNDR00408,A00003335
TXN00001346,7/24/2020 0:00,7/22/2020,7/22/2020,136.21,28000,92,AGENT00483,VNDR00344,A00001169
TXN00001347,7/24/2020 0:00,7/13/2020,7/18/2020,66.12,57000,70,AGENT00656,VNDR00197,A00000116
TXN00001348,7/24/2020 0:00,7/13/2020,7/18/2020,130.67,8000,119,AGENT00776,VNDR00366,A00009243
TXN00001349,7/24/2020 0:00,7/12/2020,7/17/2020,101.88,4000,66,AGENT00921,VNDR00486,A00004627
TXN00001350,7/24/2020 0:00,7/21/2020,7/21/2020,7.08,700,67,AGENT00808,VNDR00239,A00003296
TXN00001351,7/24/2020 0:00,7/16/2020,7/19/2020,50.53,91000,72,AGENT01159,VNDR00562,A00008336
TXN00001352,7/24/2020 0:00,7/8/2020,7/13/2020,106.99,7000,34,AGENT00824,VNDR00197,A00006958
TXN00001353,7/24/2020 0:00,7/11/2020,7/16/2020,6.71,100,28,AGENT00228,VNDR00477,A00008782
TXN00001354,7/24/2020 0:00,7/8/2020,7/13/2020,143.57,18000,81,AGENT00008,VNDR00197,A00002720
TXN00001355,7/24/2020 0:00,7/12/2020,7/17/2020,152.45,16000,95,AGENT01150,VNDR00233,A00009356
TXN00001356,7/24/2020 0:00,7/5/2020,7/10/2020,136.29,7000,10,AGENT00323,VNDR00093,A00004665
TXN00001357,7/24/2020 0:00,7/23/2020,7/23/2020,115.5,2000,50,AGENT01095,VNDR00353,A00005549
TXN00001358,7/24/2020 0:00,7/20/2020,7/21/2020,77.23,7000,72,AGENT00386,VNDR00456,A00003639
TXN00001359,7/24/2020 0:00,7/8/2020,7/13/2020,108.5,4000,22,AGENT00729,VNDR00167,A00001070
TXN00001360,7/24/2020 0:00,7/12/2020,7/17/2020,159.71,11000,72,AGENT00821,VNDR00541,A00002440
TXN00001361,7/24/2020 0:00,7/20/2020,7/21/2020,10.99,400,78,AGENT00684,VNDR00491,A00003019
TXN00001362,7/24/2020 0:00,7/9/2020,7/14/2020,105.93,26000,107,AGENT00414,VNDR00197,A00003771
TXN00001363,7/24/2020 0:00,7/23/2020,7/23/2020,71.53,4000,30,AGENT01040,VNDR00293,A00002442
TXN00001364,7/24/2020 0:00,7/6/2020,7/11/2020,89.53,3000,103,AGENT00270,VNDR00019,A00007751
TXN00001365,7/24/2020 0:00,7/17/2020,7/19/2020,6.55,200,14,AGENT00645,VNDR00197,A00002400
TXN00001366,7/24/2020 0:00,7/23/2020,7/23/2020,82.35,35000,77,AGENT00933,VNDR00197,A00004273
TXN00001367,7/24/2020 0:00,7/5/2020,7/10/2020,105.57,3000,8,AGENT00407,VNDR00197,A00002899
TXN00001368,7/24/2020 0:00,7/13/2020,7/18/2020,91.12,8000,106,AGENT01184,VNDR00499,A00008306
TXN00001369,7/24/2020 0:00,7/14/2020,7/17/2020,87.21,1000,44,AGENT00313,VNDR00197,A00005195
TXN00001370,7/24/2020 0:00,7/17/2020,7/19/2020,59.42,3000,71,AGENT00931,VNDR00197,A00000836
TXN00001371,7/25/2020 0:00,7/17/2020,7/20/2020,58.15,17000,35,AGENT00976,VNDR00193,A00007576
TXN00001372,7/25/2020 0:00,7/21/2020,7/22/2020,53.96,3000,94,AGENT01095,VNDR00255,A00000885
TXN00001373,7/25/2020 0:00,7/7/2020,7/12/2020,82.72,2000,96,AGENT00870,VNDR00197,A00008883
TXN00001374,7/25/2020 0:00,7/7/2020,7/12/2020,126.67,40000,65,AGENT00523,VNDR00512,A00001948
TXN00001375,7/25/2020 0:00,7/8/2020,7/13/2020,112.56,14000,44,AGENT00846,VNDR00374,A00005476
TXN00001376,7/25/2020 0:00,7/8/2020,7/13/2020,86.9,85000,51,AGENT00914,VNDR00142,A00000473
TXN00001377,7/25/2020 0:00,7/11/2020,7/16/2020,144.16,20000,20,AGENT00988,VNDR00002,A00001726
TXN00001378,7/25/2020 0:00,7/15/2020,7/18/2020,137.54,14000,48,AGENT00889,VNDR00465,A00002566
TXN00001379,7/25/2020 0:00,7/9/2020,7/14/2020,11.16,600,65,AGENT00515,VNDR00587,A00007832
TXN00001380,7/25/2020 0:00,7/18/2020,7/20/2020,115.75,11000,6,AGENT00711,VNDR00132,A00005231
TXN00001381,7/25/2020 0:00,7/9/2020,7/14/2020,128.58,9000,73,AGENT00069,VNDR00197,A00000375
TXN00001382,7/25/2020 0:00,7/6/2020,7/11/2020,175.23,14000,24,AGENT00495,VNDR00332,A00002717
TXN00001383,7/25/2020 0:00,7/22/2020,7/22/2020,112.35,15000,109,AGENT00230,VNDR00068,A00003690
TXN00001384,7/25/2020 0:00,7/22/2020,7/22/2020,154.17,5000,75,AGENT00633,VNDR00422,A00001832
TXN00001385,7/25/2020 0:00,7/19/2020,7/21/2020,146.79,15000,105,AGENT00764,VNDR00243,A00005259
TXN00001386,7/25/2020 0:00,7/6/2020,7/11/2020,195.97,10000,88,AGENT00570,VNDR00096,A00004516
TXN00001387,7/25/2020 0:00,7/13/2020,7/18/2020,102.83,10000,81,AGENT00690,VNDR00556,A00005010
TXN00001388,7/25/2020 0:00,7/18/2020,7/20/2020,122.21,19000,76,AGENT00289,VNDR00265,A00001775
TXN00001389,7/25/2020 0:00,7/5/2020,7/10/2020,76.09,50000,9,AGENT00132,VNDR00186,A00001326
TXN00001390,7/25/2020 0:00,7/24/2020,7/24/2020,60.72,1000,74,AGENT00114,VNDR00109,A00008699
TXN00001391,7/25/2020 0:00,7/13/2020,7/18/2020,103.96,9000,74,AGENT00141,VNDR00368,A00009229
TXN00001392,7/25/2020 0:00,7/18/2020,7/20/2020,77.99,98000,70,AGENT00388,VNDR00197,A00009817
TXN00001393,7/25/2020 0:00,7/12/2020,7/17/2020,56.7,1000,71,AGENT01083,VNDR00197,A00009906
TXN00001394,7/25/2020 0:00,7/14/2020,7/19/2020,154.95,29000,30,AGENT00133,VNDR00197,A00008100
TXN00001395,7/25/2020 0:00,7/11/2020,7/16/2020,134.28,10000,86,AGENT00589,VNDR00228,A00004534
TXN00001396,7/25/2020 0:00,7/13/2020,7/18/2020,104.26,18000,49,AGENT00528,VNDR00197,A00003065
TXN00001397,7/25/2020 0:00,7/19/2020,7/21/2020,70.58,5000,119,AGENT00544,VNDR00175,A00006253
TXN00001398,7/25/2020 0:00,7/13/2020,7/18/2020,193.67,4000,109,AGENT00531,VNDR00197,A00009203
TXN00001399,7/26/2020 0:00,7/12/2020,7/17/2020,147.2,5000,17,AGENT00011,VNDR00204,A00000812
TXN00001400,7/26/2020 0:00,7/22/2020,7/23/2020,128.7,7000,69,AGENT00646,VNDR00183,A00005144
TXN00001401,7/26/2020 0:00,7/14/2020,7/19/2020,148.17,33000,117,AGENT00875,VNDR00197,A00004093
TXN00001402,7/26/2020 0:00,7/25/2020,7/25/2020,96.36,7000,15,AGENT00570,VNDR00197,A00008134
TXN00001403,7/26/2020 0:00,7/10/2020,7/15/2020,134.53,5000,50,AGENT00349,VNDR00252,A00002633
TXN00001404,7/26/2020 0:00,7/24/2020,7/24/2020,69.98,4000,70,AGENT00064,VNDR00141,A00009489
TXN00001405,7/26/2020 0:00,7/25/2020,7/25/2020,70.94,4000,51,AGENT00287,VNDR00197,A00007942
TXN00001406,7/26/2020 0:00,7/12/2020,7/17/2020,9.55,500,21,AGENT01091,VNDR00108,A00009082
TXN00001407,7/26/2020 0:00,7/6/2020,7/11/2020,162.45,16000,40,AGENT00811,VNDR00197,A00007286
TXN00001408,7/26/2020 0:00,7/15/2020,7/20/2020,132.98,1000,118,AGENT00073,VNDR00197,A00005099
TXN00001409,7/26/2020 0:00,7/13/2020,7/18/2020,119.24,24000,25,AGENT00379,VNDR00118,A00002291
TXN00001410,7/26/2020 0:00,7/15/2020,7/20/2020,89.02,2000,52,AGENT01103,VNDR00494,A00001975
TXN00001411,7/26/2020 0:00,7/14/2020,7/19/2020,121.57,30000,84,AGENT01142,VNDR00222,A00008556
TXN00001412,7/26/2020 0:00,7/9/2020,7/14/2020,119.25,1000,77,AGENT00661,VNDR00197,A00001229
TXN00001413,7/26/2020 0:00,7/24/2020,7/24/2020,183.91,8000,70,AGENT00118,VNDR00197,A00009519
TXN00001414,7/26/2020 0:00,7/16/2020,7/19/2020,95.38,4000,96,AGENT01149,VNDR00548,A00006985
TXN00001415,7/26/2020 0:00,7/24/2020,7/24/2020,91.27,9000,68,AGENT00360,VNDR00197,A00007277
TXN00001416,7/26/2020 0:00,7/15/2020,7/20/2020,73.13,10000,70,AGENT00977,VNDR00239,A00003757
TXN00001417,7/26/2020 0:00,7/8/2020,7/13/2020,95.33,10000,52,AGENT00261,VNDR00197,A00004084
TXN00001418,7/26/2020 0:00,7/6/2020,7/11/2020,68.08,3000,91,AGENT00718,VNDR00498,A00008462
TXN00001419,7/26/2020 0:00,7/14/2020,7/19/2020,87.13,57000,67,AGENT00881,VNDR00197,A00002191
TXN00001420,7/26/2020 0:00,7/7/2020,7/12/2020,6.37,500,45,AGENT00162,VNDR00279,A00006510
TXN00001421,7/26/2020 0:00,7/9/2020,7/14/2020,167.8,18000,21,AGENT00864,VNDR00197,A00008795
TXN00001422,7/26/2020 0:00,7/15/2020,7/20/2020,78.58,3000,34,AGENT00399,VNDR00078,A00000782
TXN00001423,7/26/2020 0:00,7/22/2020,7/23/2020,120.67,23000,33,AGENT00975,VNDR00335,A00007450
TXN00001424,7/26/2020 0:00,7/14/2020,7/19/2020,102.42,40000,91,AGENT01185,VNDR00033,A00000270
TXN00001425,7/26/2020 0:00,7/10/2020,7/15/2020,65.59,54000,66,AGENT00687,VNDR00067,A00008640
TXN00001426,7/26/2020 0:00,7/23/2020,7/23/2020,178.3,11000,110,AGENT01194,VNDR00377,A00001587
TXN00001427,7/27/2020 0:00,7/16/2020,7/21/2020,58.76,28000,84,AGENT00927,VNDR00197,A00008399
TXN00001428,7/27/2020 0:00,7/15/2020,7/20/2020,122.61,3000,71,AGENT00672,VNDR00197,A00003474
TXN00001429,7/27/2020 0:00,7/18/2020,7/21/2020,7.35,400,62,AGENT00455,VNDR00513,A00000939
TXN00001430,7/27/2020 0:00,7/23/2020,7/24/2020,65.69,74000,83,AGENT01041,VNDR00197,A00008971
TXN00001431,7/27/2020 0:00,7/7/2020,7/12/2020,58.74,5000,43,AGENT00241,VNDR00350,A00000378
TXN00001432,7/27/2020 0:00,7/14/2020,7/19/2020,131.01,1000,8,AGENT01008,VNDR00375,A00008857
TXN00001433,7/27/2020 0:00,7/20/2020,7/22/2020,153.39,18000,105,AGENT01150,VNDR00115,A00009712
TXN00001434,7/27/2020 0:00,7/26/2020,7/26/2020,7.08,600,71,AGENT00300,VNDR00066,A00009599
TXN00001435,7/27/2020 0:00,7/12/2020,7/17/2020,7.89,200,17,AGENT00024,VNDR00047,A00001760
TXN00001436,7/27/2020 0:00,7/18/2020,7/21/2020,11.28,400,12,AGENT00647,VNDR00293,A00000967
TXN00001437,7/27/2020 0:00,7/9/2020,7/14/2020,147.4,30000,103,AGENT01032,VNDR00197,A00005188
TXN00001438,7/27/2020 0:00,7/16/2020,7/21/2020,167.33,10000,62,AGENT01051,VNDR00494,A00001135
TXN00001439,7/27/2020 0:00,7/26/2020,7/26/2020,87.93,5000,59,AGENT00053,VNDR00086,A00000965
TXN00001440,7/27/2020 0:00,7/15/2020,7/20/2020,129.71,19000,71,AGENT00709,VNDR00120,A00003666
TXN00001441,7/27/2020 0:00,7/17/2020,7/20/2020,122.18,2000,106,AGENT00146,VNDR00508,A00008249
TXN00001442,7/27/2020 0:00,7/8/2020,7/13/2020,10.39,300,12,AGENT00672,VNDR00590,A00009671
TXN00001443,7/27/2020 0:00,7/14/2020,7/19/2020,103.87,17000,106,AGENT00375,VNDR00509,A00003043
TXN00001444,7/27/2020 0:00,7/23/2020,7/24/2020,93.8,9000,82,AGENT00055,VNDR00197,A00007887
TXN00001445,7/28/2020 0:00,7/19/2020,7/22/2020,125.01,1000,79,AGENT01157,VNDR00197,A00007122
TXN00001446,7/28/2020 0:00,7/20/2020,7/23/2020,74.75,6000,101,AGENT01051,VNDR00582,A00009140
TXN00001447,7/28/2020 0:00,7/19/2020,7/22/2020,91.09,87000,11,AGENT00741,VNDR00197,A00006957
TXN00001448,7/28/2020 0:00,7/18/2020,7/21/2020,60.19,3000,65,AGENT00529,VNDR00311,A00006808
TXN00001449,7/28/2020 0:00,7/9/2020,7/14/2020,58.44,5000,81,AGENT01148,VNDR00197,A00009528
TXN00001450,7/28/2020 0:00,7/27/2020,7/27/2020,125.33,13000,13,AGENT00644,VNDR00197,A00009178
TXN00001451,7/28/2020 0:00,7/13/2020,7/18/2020,76.72,49000,79,AGENT00319,VNDR00268,A00008618
TXN00001452,7/28/2020 0:00,7/27/2020,7/27/2020,56.12,47000,48,AGENT00749,VNDR00420,A00000928
TXN00001453,7/28/2020 0:00,7/13/2020,7/18/2020,130.31,19000,99,AGENT01015,VNDR00197,A00005734
TXN00001454,7/28/2020 0:00,7/24/2020,7/25/2020,81.1,10000,106,AGENT00814,VNDR00197,A00005900
TXN00001455,7/28/2020 0:00,7/20/2020,7/23/2020,91.67,40000,118,AGENT00311,VNDR00197,A00009849
TXN00001456,7/28/2020 0:00,7/25/2020,7/25/2020,71.32,3000,79,AGENT00940,VNDR00002,A00009690
TXN00001457,7/28/2020 0:00,7/15/2020,7/20/2020,193.95,20000,114,AGENT01199,VNDR00191,A00008001
TXN00001458,7/28/2020 0:00,7/24/2020,7/25/2020,73.92,6000,58,AGENT00080,VNDR00279,A00003546
TXN00001459,7/28/2020 0:00,7/14/2020,7/19/2020,125.11,9000,117,AGENT00278,VNDR00479,A00000010
TXN00001460,7/28/2020 0:00,7/21/2020,7/23/2020,89.54,3000,100,AGENT00736,VNDR00538,A00001358
TXN00001461,7/28/2020 0:00,7/8/2020,7/13/2020,93.99,3000,97,AGENT00001,VNDR00222,A00007301
TXN00001462,7/28/2020 0:00,7/26/2020,7/26/2020,7.25,700,90,AGENT00216,VNDR00508,A00002565
TXN00001463,7/28/2020 0:00,7/15/2020,7/20/2020,103.78,2000,73,AGENT00866,VNDR00312,A00005411
TXN00001464,7/28/2020 0:00,7/8/2020,7/13/2020,55.3,4000,47,AGENT00410,VNDR00197,A00003274
TXN00001465,7/28/2020 0:00,7/25/2020,7/25/2020,81.07,2000,70,AGENT00079,VNDR00469,A00003201
TXN00001466,7/28/2020 0:00,7/8/2020,7/13/2020,133.64,5000,11,AGENT00303,VNDR00197,A00006262
TXN00001467,7/28/2020 0:00,7/12/2020,7/17/2020,171.74,15000,61,AGENT00913,VNDR00197,A00008614
TXN00001468,7/28/2020 0:00,7/12/2020,7/17/2020,10.99,200,84,AGENT00476,VNDR00120,A00001550
TXN00001469,7/28/2020 0:00,7/19/2020,7/22/2020,120.7,2000,32,AGENT00054,VNDR00197,A00005389
TXN00001470,7/28/2020 0:00,7/14/2020,7/19/2020,7.95,200,96,AGENT00156,VNDR00221,A00006731
TXN00001471,7/28/2020 0:00,7/11/2020,7/16/2020,128.31,28000,49,AGENT00374,VNDR00429,A00003686
TXN00001472,7/28/2020 0:00,7/20/2020,7/23/2020,56.1,3000,102,AGENT01131,VNDR00192,A00007604
TXN00001473,7/29/2020 0:00,7/25/2020,7/26/2020,73.66,67000,83,AGENT01174,VNDR00232,A00000542
TXN00001474,7/29/2020 0:00,7/20/2020,7/23/2020,75.62,9000,54,AGENT00011,VNDR00361,A00004334
TXN00001475,7/29/2020 0:00,7/14/2020,7/19/2020,8.87,300,58,AGENT00406,VNDR00197,A00008145
TXN00001476,7/29/2020 0:00,7/23/2020,7/25/2020,153.42,16000,17,AGENT00666,VNDR00265,A00009729
TXN00001477,7/29/2020 0:00,7/13/2020,7/18/2020,52.39,32000,25,AGENT00346,VNDR00025,A00003139
TXN00001478,7/29/2020 0:00,7/12/2020,7/17/2020,66.54,58000,101,AGENT00482,VNDR00197,A00002230
TXN00001479,7/29/2020 0:00,7/25/2020,7/26/2020,109.2,10000,13,AGENT00400,VNDR00499,A00001695
